f,,CREATOR,TITLE,TITLE_PUB,Texte illustré par une photo prise par Roud,CONTRIBUTOR,NUMBER,PLACE,PUBLISHER,DATE,FORMAT,REUSED,TRANSCRIBED,WEBSITE_INTEREST,DIGITIZED,Original dans le fonds Roud CRLR
24,Périodique,Roud Gustave,"Poèmes (I. Homme, II. Vienne l'été, III. D'aube)","Cahiers vaudois, ""Poèmes et nouvelles""",,,"2e série, 5e cahier",,,1915,p. 75-82,"Cahiers, 1",Fait,,,Oui
523,Périodique,Roud Gustave,Poésie,Conférence,,,17 (automne),,,2003,p. 121-123,"Reprise d'une plaquelle éditée par Julien Bogousslavsky (2003, Atelier de Saint-Prex) d'après l'un de ses manuscrits.",,,,
212,Périodique,Roud Gustave,"Poésie (rubrique ""Le petit courrier des lettres et des arts..."", chronique ""En 50 lignes"")",La Semaine de la femme,,,9,,,1942-02-28,p. 12 et 36,À propos du Veilleur d’Edmond-Henri Crisinel.,Fait,,,Non
368,Périodique,Roud Gustave,Poésie de Georges Nicole,Gazette de Lausanne,,,,,,1961-06-10(-11),p. 16,"Lectures, p. 123-126",Fait,,,Oui
262,Périodique,Roud Gustave,Poétique,Gazette de Lausanne,,,,,,1947-05-31,p. 7,,Fait,,,Non
125,Périodique,Roud Gustave,"Point de vue (rubrique ""Écrit à Carrouge"")",Aujourd'hui,,,73,,,1931-04-23,p. 1,"Repris, avec quelques variantes, dans “Point de vue”, Air de la solitude, Écrits II, p. 159-165. Écrit à Carrouge (Fata Morgana, 2011).",Fait,,,
214,Périodique,Roud Gustave,Pont de mai,La Semaine de la femme,,,"20 (à partir de ce numéro, la numérotation s'arrête, nous la poursuivons manuellement)",,,1942-05-16,p. 1,"Cahiers, 6, p. 76-77.",Fait,,,Oui
281,Périodique,Roud Gustave,Portrait de l’apiculteur,Économie,,,11,,,1950,p. 61-66,,Fait,,,Oui
367,Périodique,Roud Gustave,Portraits de fleurs,Herbier des plantes suisses de Rosalie de Constant (1758-1834),,,,Lausanne,"La Suisse, Société d'assurances",1961-,s. n. p.,"Préface
Traduite par Hans Grossrieder, sept. 1960",Fait,,,Oui
308,Périodique,Roud Gustave,Pour un bouquet des quatre-saisons,La Guilde du Livre,,,5,,,1953-05,p. 129-131,"La plupart de ces textes a été publiée dans Les fleurs et les saisons : “L’églantier” (p. 47-48). “L’épilobe en épi” (p. 53-54). “La capucine” (p. 61-62). “L’orchis à deux feuilles” L. Le premier para(p. 33-34.) “La grande marguerite” (p. 67-68). Le premier paragraphe est inspiré en partie de Labour, 1942",Fait,,,Oui
322,Périodique,Roud Gustave,Pour un Requiem,Pour l’Art,,,45,,,1955-11(-12),p. 3-4,"Requiem, Ecrits III, p.50-53.",Fait,,,
403,Périodique,Roud Gustave,Pour un requiem,Les Cahiers du soleil,,,7,,,1972-,,,,,,
220,Périodique,Roud Gustave,Pouvoirs d’une prairie,La Guilde du Livre,,,10,,,1942-10,p. 177-178,"""Pouvoirs d’une prairie”, Air de la solitude, Écrits II, p. 190-196 (sans la photographie)",Fait,,,Oui
460,Périodique,Roud Gustave,Préface,"Félix Vallotton, Corbehaut",,,,Lausanne,Société de la feuille d'avis de Lausanne,1970-,pp. 9-24,"Préface à Corbehaut de Félix Vallotton. Ce texte est repris partiellement dans la Gazette de Lausanne, 1970.",Fait,,,
21,Périodique,Roud Gustave,Préface [Peut-être la brève présentation…],"Catherine Colomb, Œuvres complètes",,préface Gustave Roud,,Lausanne,L'Âge d'Homme,1993,"Tome premier, p. 11-25","Reprise du texte des Œuvres, L'Aire/Rencontre, 1968",,,,Non
402,Périodique,Roud Gustave,Prélude à la campagne perdue,Gazette de Lausanne,,,,,,1970-10-03/04,p. 35,"Extrait de “Prélude”, Campagne perdue, Écrits III, p.87-89.",Fait,,,Non
80,Périodique,Roud Gustave,"Premier coup de faux, ""Dirigeable"" vu d'en bas, Suicide de Maïakovsky, Photographies (rubrique ""aujourd'hui"")",Aujourd'hui,,texte non signé,22,,,1930-05-01,p. 1,"""Premier coup de faux"" est repris, avec de légères variantes, dans Air de la solitude, Écrits II, p. 157-158.",Fait,,,
36,Périodique,Roud Gustave,"Première exposition de beaux-arts au Kursaal de Montreux (rubrique ""Dans la région"")",Feuille d'avis de Vevey,,,,,,1922-04-10,p. 5-6,,Fait,,,Oui
35,Périodique,Roud Gustave,"Première exposition de la Société des Arts (Vevey) (rubrique ""Beaux-Arts"")",Tribune de Lausanne,,,,,,1921-12-01,p. 3,,Fait,,,Oui
597,Périodique,Roud Gustave,Présence,Revue de Belles-Lettres,,,1,,,1972,p. 31-32,"Reprise du texte paru dans La Liberté, 1972.",Pas fait,,,Oui
406,Périodique,Roud Gustave,"Présence (rubrique ""Hommage à Henry-Louis Mermod"")",La Liberté,,,,,,1972-04-01(-02),"p. 10 du cahier ""Dimanche"" et 38 du journal. ","Reprise d'un hommage paru dans 13/12 (ARPLE), 1968. Publié ausssi dans La Revue de Belles-Lettres, 1972, n°1, pp. 31-32.",Fait,,,Oui
243,Périodique,Roud Gustave,Présence du poète,Lettres (numéro spécial C. F. Ramuz),,,"3e année, 6",,,1945-06,p. 86-88,Sur C.F. Ramuz.,Fait,,,Oui
201,Périodique,Roud Gustave,Présences à Port-des-Prés,Feuille centrale de Zofingue,,,6,,,1941-04,p. 338-342,"Bulletin de La Guilde du Livre, 9, septembre 1943, p. 144-146. Repris, non exhaustive, avec plusieurs variantes, dans “Présences à Port-des-Prés”, Air de la solitude, p. 71-76. Cahiers, 6, p.71-76.",Fait,,,Non
232,Périodique,Roud Gustave,Présences à Port-des-Prés,La Guilde du Livre,,,9,,,1943-09,p. 144-146,"Repris avec de nombreuses modifications dans ""Présences à Port-des-Prés"", Feuille Centrale de Zofingue, avril 1941. “Présences à Port-des-Prés”, Air de la solitude, Ecrits II, p. 71-79.",Fait,,,Non (mais dans boîte La Guilde du Livre)
375,Périodique,Roud Gustave,"Présences à Port-des-Prés (Extrait), Noms (Extrait), Laboureur au repos (Extrait)",Alliance culturelle romande,,,5,,,1964-10,p. 12-13 et p. 30,,A traiter une fois les recueils établis.,,,Oui
66,Périodique,Roud Gustave,Prière pour la tache des yeux,Aujourd'hui,,,7,,,1930-01-16,p. 5,"Lectures, p. 13-17. (Voir aussi Air de la solitude, Écrits II, p. 69.)",Fait,,,
526,Périodique,Roud Gustave,Proses éparses,Cahiers Gustave Roud,,éd. Anne-Lise Delacrétaz et Claire Jaquier,6,Lausanne et Carrouge,Association des Amis de Gustave Roud,1989,,,,,,
601,Périodique,Roud Gustave,Quand les chevaux ne sont plus utiles aux travaux des champs,"Lectures du foyer (et leur supplément illustré ""en dernière heure"")",,,30,,,1942-07,p. 1,,Fait,,,Oui
45,Périodique,Roud Gustave,"Quatrième exposition de la Société des Beaux-Arts, à Vevey",Tribune de Lausanne,,,,,,1924-12-21,p. 3,"Avant les autruches, après les iguanes, p. 57-59.",Fait,,,
312,Périodique,Roud Gustave,Quelques lettres inédites de C. F. Ramuz,"Alambic, revue des jeunes",,présentation et notes de Gustave Roud,1,,,1954-03,p. 2-6,,Fait,,,Oui
423,Périodique,Roud Gustave,"Quelques notes de 1924, Air de la Solitude,  Le Repos du Cavalier, Requiem, Campagne perdue, Bourreaux - sainte, Trakl, Métamorphose du malin (extraits)",Solaire,,,"17 (""Autour de Gustave Roud"")",,,1977-06,s.n.p.,,,,,
109,Périodique,Roud Gustave,Question,Aujourd'hui,,,58,,,1931-01-08,p. 2-3,"Le paragraphe qui commence par “Mais c’était toi…” jusqu’à “parmi les ramures et les nuées” est repris dans “Lettre II”, Petit traité de la marche en plaine, Écrits I, p. 199. Le paragraphe qui commence par “C’était toi ce moissonneur…” jusqu’à “la peau de mille pointes” est aussi repris dans “Lettre II”, p. 199. Le paragraphe qui commence par “Un jour, deux jours peut-être…” est repris à la fin de “Lettre II”, p. 200-201. Cahiers, 6, p. 37-41.",Fait,,,Oui
271,Périodique,Roud Gustave,Rameau de cerisier,Pour l'Art,,,1,,,1948-06(-07),p.9,"Fait partie du poème Notes, Cahiers, 6, p. 22-25. Le rameau de cerisier constituait le quatrième poème de Notes, publié dans Aujourd’hui le 12 juin 1930.",Fait,,,Non
235,Périodique,Roud Gustave,Rameau de lierre,Cahier de poésie,,,,Leysin,Edition du Lien,1944,p. 7-8,"Halte en juin, p.49-51. Cahiers, 6, p.112-113.",Fait,,,Non
321,Périodique,Roud Gustave,Rapport du jury,"Fondation C. F. Ramuz, Bulletin 1955",,,,,,1955-,p. 8-17,"Lectures, p. 111-121 (Intitulé « L’œuvre de Pierre-Louis Matthey »)",Fait,,,
130,Périodique,Roud Gustave,Récit,Aujourd'hui,,,84,,,1931-07-09,p. 4-5,"Repris en partie (”Tu le sais […] l’aigre vagabond du hasard”), et avec quelques variantes, dans “Lettre II”, Petit traité de la marche en plaine, p. 192-198, p. 200-201. Cahiers, 6, p. 45-46.",Fait,,,Oui
413,Périodique,Roud Gustave,Reconnaissance de dette,Galerie Paul Vallotton S.A. Lausanne (1913-1973),,,,,,1973-,s. n. p. [p. 2-3],,Fait,,,Oui
615,Périodique,Roud Gustave,Rectifications,"Gazette littéraire (Rubrique ""Au courrier de la ""Gazette littéraire"""")",,,,,,1964-11-21(-22),p. 23,,Fait,,,
43,Périodique,Roud Gustave,René Auberjonois,Gazette de Lausanne,,,,,,1923-09-30,p. 1,"Avant les autruches, après les iguanes, p. 24-27.",Fait,,,
315,Périodique,Roud Gustave,René Auberjonois,Du: Schweizer Monatsschrift,,,"14e année, 4",,,1954-03,p. 30 et 43-44,"Traduction par Monique Humbert d'un texte commandé par Maurice Bastian du Département fédéral des affaires étrangères. La version française établie d'après le dactylogramme de Roud conservé au CRLR est publiée dans Avant les autruches, après les iguanes, p. 443-446. Texte relu d'après Avant les autruches, après les iguanes, à comparer au dactylogramme (CRLR). Selon une note de ce dernier ouvrage, il aurait été également traduit en anglais et en espagnol (rechercher à effectuer).",Fait,,,
234,Périodique,Roud Gustave,René Auberjonois vu par C. F. Ramuz,Illustré,,,,,,1943-11-25,p. 8,"Avant les autruches, après les iguanes, p. 329-331.",Fait,,,Non
349,Périodique,Roud Gustave,Réponse à Philippe Jaccottet,Pour l'Art,,,56,,,1957-09(-10),p. 17-21,"Lectures, p. 35-40",Fait,,,Oui
204,Périodique,Roud Gustave,Réponse de Monsieur Gustave Roud,Feuille centrale de Zofingue,,,9 et 10,,,1941-08(-09),p. 483-490,"Tiré à part dans ""Prix Rambert 1941"", Feuille centrale de Zofingue, Lausanne, Librairie Rouge, 1941 ; sous le titre ""Réponse de Gustave Roud"". Publié partiellement dans le Bulletin de La Guilde du Livre, août 1941, p. 140-141. Lectures, p. 25-30. Cahiers, 16, p. 159-164.",Fait,,,Non
276,Périodique,Roud Gustave,Repos du Cavalier,Vie Art Cité,,,1,,,1949,p. 38,"Repris, avec quelques variantes, dans “Le repos du cavalier”, in Le repos du cavalier, Ecrits II, p.255-258.",Fait,,,Non
422,Périodique,Roud Gustave,"Requiem, une tache couleur de ciel",Orte,,,12,,,1976-1977,p. 47-48,Reprise sans modification d'une partie de Requiem.,Pas repris,,,
293,Périodique,Roud Gustave,Rêve,La Guilde du Livre,,,4,,,1951-04,p. 86-87,"Tiré de Chant de Pâques. Lectures, p. 96.",Fait,,,Non (mais dans boîte La Guilde du Livre)
114,Périodique,Roud Gustave,Réveil,Aujourd'hui,,,63,,,1931-02-12,p. 1,"Repris sous le titre “Réveil rêvé”, dans Petit traité de la marche en plaine, Écrits I, p. 175-179.",Fait,,,
74,Périodique,Roud Gustave,"Réversibilité (rubrique ""Textes"")",Aujourd'hui,,,17,,,1930-03-27,p. 5,"Lectures, p. 17-20.",Fait,,,
227,Périodique,Roud Gustave,"Richard Hartmann (rubrique ""Les Beaux-Arts"")",Suisse contemporaine,,,2,,,1943-02,p. 119-120,"Salut à quelques peintres, p. 87-90.",Fait,,,Non
337,Périodique,Roud Gustave,Rilke ou les intermittences de la grâce,???,,,,,,1956,,"Reprise du début de la ""Note du traducteur"" à la fin du volume Lettres à un jeune poète, p. 147-157 qui contient un extrait de Hölderlin traduit par Roud. Les pages 157-166 ne sont pas reprises dans l'article.",Fait,,,Oui
208,Périodique,Roud Gustave,Rimbaud,La Guilde du Livre,,,12,,,1941-12,p. 222-223,"""Vues sur Rimbaud"", Lectures, p. 48-50 et Editions Fata Morgana, 2010, p. 20-23.",Fait,,,Oui
401,Périodique,Roud Gustave,Roud à Ramuz,Journal de Genève,,,,,,1970-10-03,15,Lettre du samedi 9 décembre 1933.,Fait,,,Oui
47,Périodique,Roud Gustave,"S.-Paul Robert, peintre",Tribune de Lausanne,,,,,,1925-11-13,p. 1-2,,Fait,,,Oui
5,Périodique,Roud Gustave,Salut à quelques peintres,,,"éd. Doris Jakubec, préface Philippe Jaccottet ",,Lausanne,La Bibliothèque des Arts,1999,,,,,,
371,Périodique,Roud Gustave,Salutation,Gazette de Lausanne,,,,,,1962-04-21(-22),p. 9,,Fait,,,Oui
230,Périodique,Roud Gustave,Semeur d’avril,La Semaine de la femme,,,"(Pas de numérotation, et la date est supposée)",,,1943-04-03,p. 1,"Les Fleurs et les Saisons, p. 25-27.",Fait,,,Oui
200,Périodique,Roud Gustave,Seuil de l'hiver,Illustré,,,51,,,1941-12-18,p. 23,"Les Fleurs et Les Saisons, p. 81-84.",Fait,,,Oui
395,Périodique,Roud Gustave,Signes de perdition,Études de lettres,,,3,,,1968-,p. 205-208,"Repris sous le titre ""La Désertion"", Gazette de Lausanne, 21-22 septembre 1968. Lectures, p. 127-130.",Fait,,,
193,Périodique,Roud Gustave,Soirées au village,Lectures du foyer,,,,,,1940-01,p. 26-27,"Echos avec  ""Ecrit à Carrouge"", Aujourd'hui, n° 65, 26.02.1931, p. 4. Et avec le premier paragraphe de “Récit”, Air de la solitude, Écrits II, p. 113-123.",Fait,,,Oui
189,Périodique,Roud Gustave,Sommeil,Feuille centrale de Zofingue,,,8-9,,,1939-06(-07),p. 423-424,"Reprise du ""Sommeil"" d'Essai pour un Paradis.",,,,Non
73,Périodique,Roud Gustave,Sommeil d’Aimé,Aujourd'hui,,,17,,,1930-03-27,p. 3,"“Sommeil d’Aimé”, Air de la solitude, Écrits II, p. 185-188.",Fait,,,
316,Périodique,Roud Gustave,Souvenir,"Zofingia, Centralblatt des Schweizerischen Zofingervereins",,,5,,,1954-04,p. 278-281,,Fait,,,Oui
29,Périodique,Roud Gustave,"Stéphane Mallarmé, Vers de circonstance (Édition de la Nouvelle Revue française, Paris) (rubrique ""La quinzaine, Les livres"")",La Revue romande,,,"4ème série, 13",,,1920-12-10,p. 14-15,,Fait,,,
145,Périodique,Roud Gustave,"Steven-Paul Robert – Émile Chambon (rubrique ""Commentaires"")",Présence,,,3,,,1932,p. 55-56,,Fait,,,
161,Périodique,Roud Gustave,"Suite paysanne, I. Langage des fleurs (rubrique ""Chroniques"")",Présence,,,"3e année, 6",,,1935-07,p. 20-21,"Les Fleurs et Les Saisons, p. 11-15.",Fait,,,Oui
264,Périodique,Roud Gustave,Sur Aimé Pache,La Guilde du Livre,,,11,,,1947-11,p. 283-285,"Lectures, p. 77-81. Cahiers, 16, p. 167-170",Fait,,,Oui
351,Périodique,Roud Gustave,Sur Auberjonois,"Rétrospective Auberjonois (1872-1957), au Musée cantonal des Beaux-Arts de Lausanne, du 6 septembre au 19 octobre 1958",,préfaces de Gustave Roud et de Guido Fischer,,Lausanne,Musée cantonal des Beaux-Arts,1958-,s. n. p.,"Dans le cadre de l'exposition au Musée cantonal des Beaux-Arts de Lausanne, du 6 septembre au 19 octobre 1958. Publié avec quelques modifications (principalement au début) dans Art suisse, n°9, septembre 1958.",Fait,,,
355,Périodique,Roud Gustave,Sur Auberjonois,"Schweizer Kunst, Art Suisse, Arte Svizzera",,,9,,,1958-09,p. 97-100,"Reprise de la préface pour le catalogue de la rétrospective René Auberjonois, au Musée cantonal des Beaux-Arts de Lausanne, du 6 septembre au 19 octobre 1958. Avant les autruches, après les iguanes, p. 453-457.",Pas fait,,,Oui
407,Périodique,Roud Gustave,Sur cette route qui mène à un présent perpétuel,Journal de Genève,,,,,,1972-04-15(-16),p. 1,"Extraits de Campagne perdue. “Hier à pied [...] de l’oreille” est repris dans CP, Écrits III, p. 155-157. “Fernand laboure [...] en triompher” est repris dans CP, Écrits III, p. 195-196. “Bêtes sauvages [...] combien de temps?” est repris dans CP, Écrits III, p. 152-153. “Brève fugue [...] d’ailleurs” est repris dans CP, Écrits III, p. 140-141.",Fait,Oui,,Oui
299,Périodique,Roud Gustave,Sur l’Art d’Auberjonois,Perspectives,,,"8e année, 3",,,1952-08,p. 5-9,"Avant les autruches, après les iguanes, p. 411-414",Fait,,,Oui
302,Périodique,Roud Gustave,Sur la poésie de Maurice Chappaz,Feuille centrale de Zofingue,,,2,,,1953-01,p. 110-115,"Lectures, p.105-110.",Fait,,,Non
603,Périodique,Roud Gustave,Sur la poésie de Maurice Chappaz,"S. Corinna Bille, Maurice Chappaz",,,,,Zofingue,1953-01,p. 75-80,,,,,Oui
180,Périodique,Roud Gustave,Sur le Diégo de C. F. Landry,La Guilde du Livre,,,6,,,1938-06,p. 82-84,,Fait,,Oui,Oui
58,Périodique,Roud Gustave,"Sur le réel (rubrique ""Textes"" (chronique))",Aujourd'hui,,,2,,,1929-12-12,p. 6,"Extraits de textes de Claudel, Valéry, Breton et Aragon, suivis de quelques lignes de Roud sur la rubrique ""Textes"".",Fait,,,
245,Périodique,Roud Gustave,Sur les Châteaux en enfance de Catherine Colomb,La Guilde du Livre,,,8,,,1945-08,p. 128-130,,Fait,,,Oui
324,Périodique,Roud Gustave,Sur les poèmes de Georg Trakl,La Nouvelle Revue Française,,,30,,,1955-06,p. 1119-1121,"Reprise, en partie, de l'article paru dans Formes et couleurs, n°1, 1948. Avec des extraits de traduction de Trakl.",Fait,,,
48,Périodique,Roud Gustave,Sur M. René Auberjonois,Gazette de Lausanne,,non signé (vraiment de Roud?),,,,1925-12-20,p. 4,"Avant les autruches, après les iguanes, p. 77-78.",Fait,,,
63,Périodique,Roud Gustave,"Sursis (rubrique ""Notes"")",Aujourd'hui,,,6,,,1930-01-09,p. 4,Campagne perdue,Fait,,,
65,Périodique,Roud Gustave,Traité de la marche en plaine,Aujourd'hui,,,7,,,1930-01-16,p. 2,Petit traité de la marche en plaine,Fait,,,
,Périodique,Roud Gustave,Traité de la marche en plaine,Aujourd'hui,,,8,,,1930-01-23,p. 3-4,Petit traité de la marche en plaine,Fait,,,
,Périodique,Roud Gustave,Traité de la marche en plaine,Aujourd'hui,,,9,,,1930-01-30,p. 3-4,Petit traité de la marche en plaine,Fait,,,
,Périodique,Roud Gustave,Traité de la marche en plaine,Aujourd'hui,,,10,,,1930-02-06,p. 4-5.,Petit traité de la marche en plaine,Fait,,,
86,Périodique,Roud Gustave,"Traitement de l’objet (rubrique ""Textes"")",Aujourd'hui,,,26,,,1930-05-29,p. 6,,Fait,,,
155,Périodique,Roud Gustave,Travaux d’hiver dans le Jorat,Illustré,,,5,,,1935-01-31,p. 114-115,,Fait,,,Oui
381,Périodique,Roud Gustave,Trente ans,La Guilde du Livre,,,3,,,1966-03,p. 120,,Fait,,,Non (mais dans boîte La Guilde du Livre)
231,Périodique,Roud Gustave,Trois feuillets d'un printemps perdu (1. Le cerisier fleuri 2. Le rameau de cerisier 3. L'énigme,Joie. Journal pour les étudiants de la Suisse romande,,,7,,,1943-05,p. 11,"Reprise intégrale de ""Le cerisier fleuri"" et ""Le rameau de cerisier"", ainsi que reprise partielle de ""L'énigme"",  de ""Aujourd'hui"", 12 juin 1930. Repris plus tard dans Les Fleurs et les saisons.  ”L’énigme” est repris dans Air de la solitude, Ecrits II, p.166-167.",Pas fait,,,Oui
59,Périodique,Roud Gustave,"Trois portraits de Baudelaire (rubrique ""Textes"")",Aujourd'hui,,,3,,,1929-12-19,p. 5,"Textes d'Asselineau, Suarès et Claudel introduits brièvement par Roud.",Fait,,,
357,Périodique,Roud Gustave,Un livre sur Gaston Vaudou,Gazette de Lausanne,,,,,,1958-09-27(-28),p. 16,"Repris dans ""Une toile un visage"", augmenté d'un paragraphe et avec deux termes mis en italiques.",Pas fait,Oui,,
151,Périodique,Roud Gustave,Un moulin vaudois,Illustré,,,5,,,1934-02-01,p. 126-127,"Ce texte reprend, en condensé, certains motifs de “Visite au moulin”, Petit traité de la marche en plaine (1932), et intègre des photographies que Roud regrettait de ne pouvoir ajouter dans son Petit traité de la marche en plaine. Cahiers, 6, p. 53-54.",Fait,,,Oui
317,Périodique,Roud Gustave,"Un Muzot bien gardé (rubrique ""Les quatre saisons"")",Gazette de Lausanne ,,,,,,1954-07-10(-11),p. 10,,Fait,,,Oui
154,Périodique,Roud Gustave,"Une décoration d'Auberjonois à Rumine (rubrique ""Chroniques, Nos hors-texte"")",Présence,,,4,,,1933-1934,p. 46-47,"Avant les autruches, après les iguanes, p. 220-221.",Fait,,,
348,Périodique,Roud Gustave,Une expérience poétique,La Guilde du Livre,,,8,,,1957-08,p. 305-306,"Ce texte est une réponse de Roud à Jaccottet, lors de la cérémonie du Crêt-Bérard, à l’occasion des soixante ans du poète. Version tronquée de celui qui paraîtra dans Pour l’art, en septembre - octobre 1957. Lectures, p. 35-40.",Fait mais pas inséré (texte identique mais incomplet),,,Oui
343,Périodique,Roud Gustave,Une Sainte-Victoire de Cézanne au Cercle d’Art,Carreau,,,49,,,1957-03,p. 5,,Fait,,,Non
352,Périodique,Roud Gustave,Une toile un visage,Gaston Vaudou ,,Éditions Chantegrive,,Lausanne,,1958-09-30,p. 15-16,"Le texte paraît dans la Gazette de Lausanne du 27-28 septembre 1958, sans le dernier paragraphe et sans les italiques. Repris dans salut à quelques peintres, p.65-68.",Fait,,,Oui
242,Périodique,Roud Gustave,Verdures de la Nuit,Servir,,,18,,,1945-05-03,p. 10,Sur Maurice Chappaz.,Fait,,,Oui
323,Périodique,Roud Gustave,Villages…,Revue des PTT,,,6,,,1955-06,p. 213-214,"Les villages évoqués et la promenade du poète sont les mêmes que ceux de “Petite halte à Pailly”, Campagne perdue, Ecrits III, p.173-178. Cahiers, 6, p.132-134.",Fait,Oui,,Oui
83,Périodique,Roud Gustave,Ville de Pâques,Aujourd'hui,,,23,,,1930-05-08,p. 3,"“Ville de Pâques”, Petit traité de la marche en plaine, Écrits I, p. 136-147.",Fait,,,
163,Périodique,Roud Gustave,Visite à C. F. Ramuz,Illustré,,,52,,,1935-12-24,p. 1647-1648,,Fait,,,
273,Périodique,Roud Gustave,Visite ancienne à l’atelier d’Auberjonois,Pour l’Art,,,2,,,1948-09(-10),p. 2-4,"Avant les autruches, après les iguanes, p. 368-371.",Fait,,,Oui
253,Périodique,Roud Gustave,Visite au dragon Ramseyer,La Guilde du Livre,,,3,,,1946-03,p. 41-44,"“Visite au dragon”, Campagne perdue, Ecrits III, p. 183-191.",Fait,,,Oui
138,Périodique,Roud Gustave,Visite au moulin,Aujourd'hui,,,99,,,1931-10-22,p. 1-2,"Repris dans “Visite au moulin“, dans Petit traité de la marche en plaine, Écrits I, p. 180-191. Le dernier paragraphe (”Et nous aussi [...] tout le ciel”) a été supprimé dans le poème du recueil. Voir aussi ""Un moulin vaudois"" (Illustré, 1934), qui reprend, en condensé, certains motifs de ce texte.",Fait,,,Oui
391,Périodique,Roud Gustave,Voilà vingt ans s’éteignait le grand Ramuz,Construire,,,20,,,1967-05-17,p. 3,Texte signé du 28 février 1967. Reprise du texte [Voies étranges du souvenir…] paru chez Max Roth en 1967.,Pas repris,,,Oui
49,Périodique,Roud Gustave,Vues sur l’œuvre d'Auberjonois,Gazette de Lausanne,,,,,,1926-04-11,p. 1,"Avant les autruches, après les iguanes, p. 82-84.",Fait,,,
23,Périodique,Roud Gustave,Vues sur Rimbaud,,,éd. et postface Antonio Rodriguez ; dessins Sarah Kaliski,,Saint-Clément-de-Rivière (Hérault),Fata Morgana,2010,,,,,,
137,Périodique,Roud Gustave,Vues sur Rimbaud,Aujourd'hui,,,96,,,1931-10-01,p. 1-7,"Lectures, p. 43-56. Également publié par Antonio Rodriguez aux Editions Fata Morgana en 2010.",Fait,,,Oui
313,Périodique,Roud Gustave,Zauber sommerlicher Dörfer,Du: Schweizer Monatsschrift,,,"14e année, 3",,,1954-,p. 49,Traduction d'un passage du Petit traité de la marche en plaine par Irmgard Vogelsanger-de Roche,Pas fait,,,
616,Périodique,Roud Gustave ,Mémoire,Inno-Reflets,,,,,,"1967, été",p. 8-9,"NB: p. 7, portrait de Roud avec Gilles lors de la Semaine des écrivains vaudois. Texte repris de ""Mémoire"", Air de la solitude.",Pas fait,,,Oui
598,Périodique,Roud Gustave ,Quelques notes de 1926,Revue de Belles-Lettres,,,1-2,,,1977,p. 91-93,,Pas fait,,,Biliothèque de Madeleine Briguet
521,Périodique,Roud Gustave  et  Palézieux Gérard de,Halte en juin,,,"préface Maurice Chappaz, postface Claire Jaquier, éd. Claire Jaquier et Anne-Lise Delacrétaz",,Saint-Clément-de-Rivière (Hérault),Fata Morgana,"2001, rééd. 2010",,"Contient ""Halte en juin"", ""Foins"", ""Moissons [En juin quant tu montes…]"", ""Ecrit à Carrouge [G. S.-B.…]"", ""Moissons [Un matin d'août…], ""Froment"", ""Bûcheron de printemps"", ""L'Hiver dans un village de chez nous"", ""Rameau de lierre"".",,,,
606,Périodique,Roud Gustave ?,Le poète Pierre-Louis Matthey titulaire du Grand Prix C. F. Ramuz,La Guilde du Livre,,,11,,,1955-11,p. 411,,À faire,,,Non (mais dans boîte La Guilde du Livre)
,Périodique,Roud Gustave (signé Adrien Delarze),Cendre,Aujourd'hui,,,32,,,1930-07-10,p. 1-2,"Le paragraphe qui commence par “J’entends les voix des pêcheurs” est repris dans Feuillets, Écrits I, p. 93. Le paragraphe qui commence par “Je dessine ici le dernier cerisier” est repris dans Feuillets, p. 94. Une partie du paragraphe qui commence par “Le vent se lève...” (depuis “Dire les travaux...” jusqu’à la fin du paragraphe) est reprise dans Air de la solitude, Écrits II, p. 140. Le paragraphe qui commence par “Notre longue marche par un pays pluvieux” est repris dans Air de la solitude.",Fait,,,
92,Périodique,Roud Gustave (signé Adrien Delarze),Cendre,Aujourd'hui,,,34,,,1930-07-24,p. 1-2,"Tout le début, repris dans Feuillet 1950 (la fin est reprise de notes de journal) ",Fait,,,
141,Périodique,Roud Gustave (signé Adrien Delarze),"Le paragraphe qui commence par “Ce soir le ciel” jusqu’à “double abandon” est repris dans Feuillets, Écrits I, p. 74-75. Une partie du paragraphe qui commence par “Toutes mes pensées s’ordonnent...” (depuis “Les moissons sont si belles...” jusqu’à “...les bouquets des morts”) est reprise dans Essai pour un paradis, Écrits I, p. 246. Le paragraphe qui commence par “J’aimais la noire vallée” est repris dans Air de la solitude, Écrits II, p. 197. Tout comme Le paragraphe qui commence par “Je suis moi par habitude"". ",Aujourd'hui,,,105,,,1931-12-03,p. 1-2,"Le paragraphe qui commence par “Ce soir le ciel” jusqu’à “double abandon” est repris dans Feuillets, Écrits I, p. 74-75. Une partie du paragraphe qui commence par “Toutes mes pensées s’ordonnent...” (depuis “Les moissons sont si belles...” jusqu’à “...les bouquets des morts”) est reprise dans Essai pour un paradis, Écrits I, p. 246. Le paragraphe qui commence par “J’aimais la noire vallée” est repris dans Air de la solitude, Écrits II, p. 197. Le paragraphe qui commence par “Je suis moi par habitude XXX incomplet?",Fait,,,
111,Périodique,Roud Gustave (signé Adrien Delarze),Rapsodie,Aujourd'hui,,,61,,,1931-01-29,p. 1-2,"Lectures, p. 21-24.",Fait,,,Oui
196,Périodique,Roud Gustave (signé Adrien Delarze),Récit ancien,La Guilde du Livre,,,10,,,1940-10,p. 158-159,,Fait,,,Oui
